date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:07	21925/21925	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeed-55a5%22	https://preview.cruip.com/open-pro/images/post-thumb-12.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/post-thumb-12.jpg	(from https://preview.cruip.com/open-pro/blog.html)
09:00:07	28183/28183	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeed-6e17%22	https://preview.cruip.com/open-pro/images/post-thumb-13.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/post-thumb-13.jpg	(from https://preview.cruip.com/open-pro/blog.html)
09:00:08	80099/80099	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeec-138e3%22	https://preview.cruip.com/open-pro/images/post-thumb-14.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/post-thumb-14.jpg	(from https://preview.cruip.com/open-pro/blog.html)
09:00:08	24074/24074	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeeb-5e0a%22	https://preview.cruip.com/open-pro/images/post-thumb-15.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/post-thumb-15.jpg	(from https://preview.cruip.com/open-pro/blog.html)
09:00:08	1768/1768	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeec-6e8%22	https://preview.cruip.com/open-pro/images/avatar-group-01.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/avatar-group-01.jpg	(from https://preview.cruip.com/open-pro/newsletter.html)
09:00:09	1252/1252	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeec-4e4%22	https://preview.cruip.com/open-pro/images/avatar-group-02.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/avatar-group-02.jpg	(from https://preview.cruip.com/open-pro/newsletter.html)
09:00:09	1561/1561	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeec-619%22	https://preview.cruip.com/open-pro/images/avatar-group-03.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/avatar-group-03.jpg	(from https://preview.cruip.com/open-pro/newsletter.html)
09:00:09	1559/1559	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeed-617%22	https://preview.cruip.com/open-pro/images/avatar-group-04.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/avatar-group-04.jpg	(from https://preview.cruip.com/open-pro/newsletter.html)
09:00:10	6946/6946	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eee9-1b22%22	https://preview.cruip.com/open-pro/images/404.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/404.jpg	(from https://preview.cruip.com/open-pro/404.html)
09:00:10	13004/13004	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2019:26:31%20GMT	https://preview.cruip.com/open-pro/reset-password.html	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/reset-password.html	(from https://preview.cruip.com/open-pro/signin.html)
09:00:11	239811/239811	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeea-3a8c3%22	https://preview.cruip.com/open-pro/images/post-image-01.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/post-image-01.jpg	(from https://preview.cruip.com/open-pro/blog-post.html)
09:00:11	255454/255454	---M--	200	added ('OK')	image/jpeg	etag:%2266e1eeee-3e5de%22	https://preview.cruip.com/open-pro/images/post-inner-image.jpg	C:/Meus%20Sites/OCEAN/preview.cruip.com/open-pro/images/post-inner-image.jpg	(from https://preview.cruip.com/open-pro/blog-post.html)
